CDS                                                       ,dN/dS,dN,dS,Species Pair
mini.cds.fasta_GLEAN_10011419-croc.cds.fasta_GLEAN_10011419,0.0283,0.0004,0.0126,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011420-croc.cds.fasta_GLEAN_10011420,0.3198,0.0039,0.0122,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011424-croc.cds.fasta_GLEAN_10011424,0.0318,0.0003,0.0109,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011425-croc.cds.fasta_GLEAN_10011425,0.1772,0.0008,0.0044,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011426-croc.cds.fasta_GLEAN_10011426,0.053,0.0011,0.02,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011429-croc.cds.fasta_GLEAN_10011429,1.2389,0.0301,0.0243,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011430-croc.cds.fasta_GLEAN_10011430,0.7881,0.0083,0.0105,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011433-croc.cds.fasta_GLEAN_10011433,0.1447,0.002,0.014,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011438-croc.cds.fasta_GLEAN_10011438,0.642,0.0022,0.0034,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011441-croc.cds.fasta_GLEAN_10011441,0.3163,0.001,0.0033,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011442-croc.cds.fasta_GLEAN_10011442,0.1916,0.0016,0.0086,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011445-croc.cds.fasta_GLEAN_10011445,0.1541,0.0016,0.0102,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011446-croc.cds.fasta_GLEAN_10011446,0.3165,0.0008,0.0026,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011447-croc.cds.fasta_GLEAN_10011447,0.3138,0.0016,0.005,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011448-croc.cds.fasta_GLEAN_10011448,0.3137,0.001,0.0031,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011450-croc.cds.fasta_GLEAN_10011450,0.0921,0.0007,0.0079,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011453-croc.cds.fasta_GLEAN_10011453,0.0582,0.0005,0.008,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011455-croc.cds.fasta_GLEAN_10011455,0.0266,0.0004,0.0166,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011461-croc.cds.fasta_GLEAN_10011461,0.3744,0.0099,0.0266,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011465-croc.cds.fasta_GLEAN_10011465,0.028,0.0002,0.0063,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011466-croc.cds.fasta_GLEAN_10011466,0.067,0.0011,0.0168,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011467-croc.cds.fasta_GLEAN_10011467,0.0816,0.0006,0.007,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011469-croc.cds.fasta_GLEAN_10011469,0.1041,0.001,0.0094,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011470-croc.cds.fasta_GLEAN_10011470,0.317,0.0015,0.0047,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011471-croc.cds.fasta_GLEAN_10011471,0.316,0.0026,0.0084,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011474-croc.cds.fasta_GLEAN_10011474,0.032,0.0004,0.0124,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011475-croc.cds.fasta_GLEAN_10011475,0.3028,0.0028,0.0094,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011476-croc.cds.fasta_GLEAN_10011476,0.6331,0.0017,0.0026,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011478-croc.cds.fasta_GLEAN_10011478,0.4125,0.0066,0.0159,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011479-croc.cds.fasta_GLEAN_10011479,0.2656,0.0035,0.013,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011481-croc.cds.fasta_GLEAN_10011481,0.6114,0.0026,0.0043,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011482-croc.cds.fasta_GLEAN_10011482,0.1103,0.0009,0.0082,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011483-croc.cds.fasta_GLEAN_10011483,0.0644,0.001,0.0155,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011484-croc.cds.fasta_GLEAN_10011484,0.4236,0.004,0.0093,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011489-croc.cds.fasta_GLEAN_10011489,0.1539,0.0025,0.0164,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011490-croc.cds.fasta_GLEAN_10011490,0.1821,0.008,0.0439,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011491-croc.cds.fasta_GLEAN_10011491,0.0637,0.0005,0.0082,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011492-croc.cds.fasta_GLEAN_10011492,0.1018,0.0011,0.0104,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011494-croc.cds.fasta_GLEAN_10011494,0.0816,0.001,0.012,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011497-croc.cds.fasta_GLEAN_10011497,0.2907,0.0018,0.0061,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011498-croc.cds.fasta_GLEAN_10011498,0.4169,0.002,0.0047,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011500-croc.cds.fasta_GLEAN_10011500,0.5835,0.0058,0.01,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011502-croc.cds.fasta_GLEAN_10011502,0.3449,0.0017,0.005,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011503-croc.cds.fasta_GLEAN_10011503,0.3481,0.0036,0.0104,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011506-croc.cds.fasta_GLEAN_10011506,0.1927,0.0008,0.0041,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011507-croc.cds.fasta_GLEAN_10011507,0.1115,0.0008,0.0069,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011508-croc.cds.fasta_GLEAN_10011508,0.4275,0.0118,0.0275,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011511-croc.cds.fasta_GLEAN_10011511,0.1195,0.0016,0.0133,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011514-croc.cds.fasta_GLEAN_10011514,0.1454,0.0027,0.0183,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011516-croc.cds.fasta_GLEAN_10011516,0.8506,0.0167,0.0196,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011517-croc.cds.fasta_GLEAN_10011517,0.2114,0.0016,0.0077,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011518-croc.cds.fasta_GLEAN_10011518,0.3943,0.0079,0.0201,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011519-croc.cds.fasta_GLEAN_10011519,1.1117,0.0132,0.0119,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011521-croc.cds.fasta_GLEAN_10011521,0.1454,0.0008,0.0056,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011524-croc.cds.fasta_GLEAN_10011524,0.4656,0.0099,0.0213,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011525-croc.cds.fasta_GLEAN_10011525,0.1507,0.0015,0.0097,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011526-croc.cds.fasta_GLEAN_10011526,0.1233,0.001,0.0085,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011528-croc.cds.fasta_GLEAN_10011528,0.5975,0.0017,0.0028,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011529-croc.cds.fasta_GLEAN_10011529,0.0366,0.0004,0.0123,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011530-croc.cds.fasta_GLEAN_10011530,0.1268,0.0008,0.0061,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011532-croc.cds.fasta_GLEAN_10011532,0.292,0.002,0.007,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011535-croc.cds.fasta_GLEAN_10011535,0.0476,0.0009,0.0182,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011536-croc.cds.fasta_GLEAN_10011536,0.1578,0.0018,0.0113,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011537-croc.cds.fasta_GLEAN_10011537,0.2879,0.0011,0.0039,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011540-croc.cds.fasta_GLEAN_10011540,0.0868,0.0013,0.0155,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011542-croc.cds.fasta_GLEAN_10011542,0.166,0.0014,0.0086,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011543-croc.cds.fasta_GLEAN_10011543,0.209,0.0012,0.0055,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011544-croc.cds.fasta_GLEAN_10011544,1.4089,0.0049,0.0035,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011545-croc.cds.fasta_GLEAN_10011545,0.4882,0.0025,0.0052,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011546-croc.cds.fasta_GLEAN_10011546,0.2739,0.0008,0.0029,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011547-croc.cds.fasta_GLEAN_10011547,0.0668,0.0012,0.0173,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011548-croc.cds.fasta_GLEAN_10011548,0.8853,0.0081,0.0091,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011549-croc.cds.fasta_GLEAN_10011549,0.1592,0.0014,0.0089,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011550-croc.cds.fasta_GLEAN_10011550,0.3595,0.0018,0.0051,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011551-croc.cds.fasta_GLEAN_10011551,0.2939,0.0014,0.0047,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011552-croc.cds.fasta_GLEAN_10011552,0.7145,0.0038,0.0053,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011553-croc.cds.fasta_GLEAN_10011553,0.0625,0.0009,0.0152,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011554-croc.cds.fasta_GLEAN_10011554,0.2993,0.007,0.0235,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011556-croc.cds.fasta_GLEAN_10011556,0.1606,0.0008,0.005,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011559-croc.cds.fasta_GLEAN_10011559,0.1378,0.003,0.0215,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011561-croc.cds.fasta_GLEAN_10011561,0.1992,0.0045,0.0227,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011562-croc.cds.fasta_GLEAN_10011562,1.5355,0.007,0.0045,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011565-croc.cds.fasta_GLEAN_10011565,0.2014,0.0012,0.0062,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011566-croc.cds.fasta_GLEAN_10011566,0.0603,0.0008,0.0126,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011567-croc.cds.fasta_GLEAN_10011567,0.0995,0.0017,0.0168,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011568-croc.cds.fasta_GLEAN_10011568,0.1883,0.0041,0.0215,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011569-croc.cds.fasta_GLEAN_10011569,0.0864,0.0008,0.0093,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011571-croc.cds.fasta_GLEAN_10011571,0.1125,0.0046,0.0409,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011576-croc.cds.fasta_GLEAN_10011576,0.148,0.0028,0.0188,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011577-croc.cds.fasta_GLEAN_10011577,0.2815,0.0015,0.0052,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011579-croc.cds.fasta_GLEAN_10011579,0.7144,0.0045,0.0063,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011581-croc.cds.fasta_GLEAN_10011581,0.1205,0.0019,0.0157,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011582-croc.cds.fasta_GLEAN_10011582,0.0547,0.001,0.0178,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011584-croc.cds.fasta_GLEAN_10011584,0.1162,0.0006,0.0049,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011587-croc.cds.fasta_GLEAN_10011587,0.1446,0.0008,0.0057,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011589-croc.cds.fasta_GLEAN_10011589,0.1623,0.0009,0.0058,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011592-croc.cds.fasta_GLEAN_10011592,0.123,0.0017,0.014,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011594-croc.cds.fasta_GLEAN_10011594,0.1491,0.0017,0.0115,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011595-croc.cds.fasta_GLEAN_10011595,0.2358,0.0017,0.0071,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011599-croc.cds.fasta_GLEAN_10011599,1.4559,0.0104,0.0071,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011600-croc.cds.fasta_GLEAN_10011600,0.1594,0.001,0.0061,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011602-croc.cds.fasta_GLEAN_10011602,1.0261,0.022,0.0215,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011603-croc.cds.fasta_GLEAN_10011603,0.7743,0.0109,0.014,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011604-croc.cds.fasta_GLEAN_10011604,0.293,0.001,0.0034,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011605-croc.cds.fasta_GLEAN_10011605,0.1807,0.0017,0.0092,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011607-croc.cds.fasta_GLEAN_10011607,1.3622,0.0048,0.0036,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011608-croc.cds.fasta_GLEAN_10011608,0.3105,0.005,0.0159,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011610-croc.cds.fasta_GLEAN_10011610,0.6577,0.0014,0.0021,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011612-croc.cds.fasta_GLEAN_10011612,0.3013,0.0008,0.0026,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011613-croc.cds.fasta_GLEAN_10011613,0.3198,0.001,0.0032,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011615-croc.cds.fasta_GLEAN_10011615,0.084,0.0009,0.0104,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011617-croc.cds.fasta_GLEAN_10011617,0.1391,0.0004,0.0028,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011620-croc.cds.fasta_GLEAN_10011620,0.8853,0.0033,0.0038,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011622-croc.cds.fasta_GLEAN_10011622,0.3104,0.0015,0.005,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011624-croc.cds.fasta_GLEAN_10011624,0.3673,0.0017,0.0047,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011625-croc.cds.fasta_GLEAN_10011625,0.9893,0.0026,0.0026,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011626-croc.cds.fasta_GLEAN_10011626,0.3103,0.0007,0.0024,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011627-croc.cds.fasta_GLEAN_10011627,0.309,0.0014,0.0045,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011629-croc.cds.fasta_GLEAN_10011629,0.3051,0.0011,0.0037,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011630-croc.cds.fasta_GLEAN_10011630,0.432,0.0048,0.0111,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011632-croc.cds.fasta_GLEAN_10011632,0.2742,0.0063,0.023,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011636-croc.cds.fasta_GLEAN_10011636,0.2779,0.0019,0.0069,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011637-croc.cds.fasta_GLEAN_10011637,0.3421,0.0013,0.0038,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011642-croc.cds.fasta_GLEAN_10011642,0.1166,0.0014,0.0117,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011646-croc.cds.fasta_GLEAN_10011646,0.1809,0.0024,0.0132,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011647-croc.cds.fasta_GLEAN_10011647,0.1898,0.0021,0.0111,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011648-croc.cds.fasta_GLEAN_10011648,0.6197,0.0017,0.0027,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011650-croc.cds.fasta_GLEAN_10011650,0.4578,0.0044,0.0097,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011654-croc.cds.fasta_GLEAN_10011654,0.3068,0.0019,0.0063,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011656-croc.cds.fasta_GLEAN_10011656,0.0567,0.0018,0.0311,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011663-croc.cds.fasta_GLEAN_10011663,0.8675,0.0011,0.0013,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011664-croc.cds.fasta_GLEAN_10011664,0.3677,0.0035,0.0096,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011667-croc.cds.fasta_GLEAN_10011667,0.2589,0.0039,0.0149,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011668-croc.cds.fasta_GLEAN_10011668,0.4832,0.0038,0.0078,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011671-croc.cds.fasta_GLEAN_10011671,0.3059,0.0007,0.0023,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011672-croc.cds.fasta_GLEAN_10011672,0.4146,0.0024,0.0058,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011673-croc.cds.fasta_GLEAN_10011673,0.1014,0.0006,0.006,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011675-croc.cds.fasta_GLEAN_10011675,0.2974,0.0046,0.0154,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011677-croc.cds.fasta_GLEAN_10011677,0.2967,0.0121,0.0407,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011678-croc.cds.fasta_GLEAN_10011678,0.562,0.0143,0.0255,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011679-croc.cds.fasta_GLEAN_10011679,0.5208,0.0091,0.0174,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011681-croc.cds.fasta_GLEAN_10011681,0.6573,0.0021,0.0032,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011683-croc.cds.fasta_GLEAN_10011683,0.249,0.0022,0.0086,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011687-croc.cds.fasta_GLEAN_10011687,0.3363,0.0022,0.0065,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011692-croc.cds.fasta_GLEAN_10011692,0.4187,0.0061,0.0146,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011695-croc.cds.fasta_GLEAN_10011695,0.2843,0.0031,0.0109,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011697-croc.cds.fasta_GLEAN_10011697,0.041,0.001,0.0244,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011698-croc.cds.fasta_GLEAN_10011698,0.044,0.0006,0.0143,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011704-croc.cds.fasta_GLEAN_10011704,0.2972,0.0007,0.0025,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011705-croc.cds.fasta_GLEAN_10011705,1.2575,0.0048,0.0038,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011706-croc.cds.fasta_GLEAN_10011706,0.3164,0.0029,0.0091,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011707-croc.cds.fasta_GLEAN_10011707,0.2355,0.0027,0.0116,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011708-croc.cds.fasta_GLEAN_10011708,0.3106,0.0034,0.011,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011709-croc.cds.fasta_GLEAN_10011709,0.0568,0.0007,0.0127,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011710-croc.cds.fasta_GLEAN_10011710,0.2668,0.0028,0.0105,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011711-croc.cds.fasta_GLEAN_10011711,0.2447,0.003,0.0122,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011712-croc.cds.fasta_GLEAN_10011712,0.3917,0.0101,0.0258,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011713-croc.cds.fasta_GLEAN_10011713,0.3763,0.0129,0.0343,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011714-croc.cds.fasta_GLEAN_10011714,0.5849,0.002,0.0034,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011716-croc.cds.fasta_GLEAN_10011716,0.4047,0.002,0.005,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011720-croc.cds.fasta_GLEAN_10011720,0.0737,0.0008,0.0113,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011721-croc.cds.fasta_GLEAN_10011721,0.0444,0.0004,0.0088,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011725-croc.cds.fasta_GLEAN_10011725,0.1598,0.0006,0.0038,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011726-croc.cds.fasta_GLEAN_10011726,0.1163,0.0012,0.0104,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011727-croc.cds.fasta_GLEAN_10011727,0.16,0.0045,0.0281,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011728-croc.cds.fasta_GLEAN_10011728,0.1482,0.0017,0.0118,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011729-croc.cds.fasta_GLEAN_10011729,0.5568,0.0035,0.0063,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011731-croc.cds.fasta_GLEAN_10011731,0.0286,0.0004,0.0155,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011732-croc.cds.fasta_GLEAN_10011732,0.3395,0.0021,0.0061,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011735-croc.cds.fasta_GLEAN_10011735,0.1421,0.002,0.0143,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011736-croc.cds.fasta_GLEAN_10011736,0.1387,0.0019,0.014,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011738-croc.cds.fasta_GLEAN_10011738,0.2426,0.0028,0.0115,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011739-croc.cds.fasta_GLEAN_10011739,2.0606,0.0079,0.0038,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011743-croc.cds.fasta_GLEAN_10011743,0.3599,0.0044,0.0123,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011744-croc.cds.fasta_GLEAN_10011744,0.0769,0.0004,0.005,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011746-croc.cds.fasta_GLEAN_10011746,0.1946,0.002,0.0104,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011750-croc.cds.fasta_GLEAN_10011750,0.3301,0.0036,0.0108,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011752-croc.cds.fasta_GLEAN_10011752,0.0428,0.0005,0.0105,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011753-croc.cds.fasta_GLEAN_10011753,0.1297,0.0007,0.0058,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011754-croc.cds.fasta_GLEAN_10011754,0.0737,0.0006,0.0078,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011755-croc.cds.fasta_GLEAN_10011755,0.0145,0.0002,0.014,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011756-croc.cds.fasta_GLEAN_10011756,0.1162,0.0018,0.0157,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011759-croc.cds.fasta_GLEAN_10011759,0.2466,0.0053,0.0215,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011761-croc.cds.fasta_GLEAN_10011761,0.0387,0.0008,0.0218,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011765-croc.cds.fasta_GLEAN_10011765,0.0856,0.0005,0.0059,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011767-croc.cds.fasta_GLEAN_10011767,0.1051,0.0019,0.0185,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011769-croc.cds.fasta_GLEAN_10011769,0.2142,0.0043,0.0199,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011770-croc.cds.fasta_GLEAN_10011770,0.1291,0.002,0.0152,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011777-croc.cds.fasta_GLEAN_10011777,0.1258,0.0027,0.0214,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011784-croc.cds.fasta_GLEAN_10011784,0.0736,0.0011,0.0152,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011785-croc.cds.fasta_GLEAN_10011785,0.0457,0.0009,0.0188,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011786-croc.cds.fasta_GLEAN_10011786,0.1124,0.0014,0.0123,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011789-croc.cds.fasta_GLEAN_10011789,0.0971,0.0008,0.0083,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011792-croc.cds.fasta_GLEAN_10011792,0.0977,0.0006,0.0061,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011800-croc.cds.fasta_GLEAN_10011800,0.2377,0.0017,0.007,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011802-croc.cds.fasta_GLEAN_10011802,0.4609,0.0014,0.0029,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011803-croc.cds.fasta_GLEAN_10011803,0.4864,0.0029,0.006,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011804-croc.cds.fasta_GLEAN_10011804,0.7646,0.0029,0.0038,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011806-croc.cds.fasta_GLEAN_10011806,0.0717,0.0005,0.0074,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10011807-croc.cds.fasta_GLEAN_10011807,0.3016,0.0009,0.0031,S. crocotulus-S. miniatus
